hour,day,weather,event,crowd_risk
7,Thursday,Cloudy,Festival,59
13,Friday,Clear,Festival,67
7,Saturday,Cloudy,Concert,75
1,Sunday,Cloudy,Festival,71
13,Thursday,Clear,Sports,52
13,Tuesday,Clear,Festival,61
22,Thursday,Cloudy,NoEvent,51
21,Wednesday,Rain,Festival,80
16,Thursday,Rain,Festival,44
23,Sunday,Rain,NoEvent,74
16,Friday,Rain,Concert,54
7,Tuesday,Cloudy,Festival,50
8,Friday,Cloudy,Festival,59
20,Monday,Cloudy,Festival,75
22,Friday,Cloudy,Concert,52
13,Monday,Clear,Festival,66
8,Friday,Rain,Sports,54
17,Sunday,Cloudy,Sports,100
6,Saturday,Cloudy,Sports,84
2,Friday,Cloudy,Concert,68
11,Wednesday,Cloudy,Festival,61
22,Saturday,Clear,Sports,77
19,Friday,Rain,NoEvent,64
5,Tuesday,Cloudy,Festival,56
2,Monday,Clear,Sports,58
0,Sunday,Clear,NoEvent,84
12,Saturday,Cloudy,Festival,75
14,Friday,Cloudy,NoEvent,51
3,Tuesday,Rain,NoEvent,51
12,Thursday,Cloudy,Sports,56
19,Sunday,Rain,Concert,87
14,Tuesday,Clear,NoEvent,58
16,Wednesday,Clear,Sports,51
9,Thursday,Clear,Concert,64
12,Friday,Rain,Festival,48
19,Tuesday,Clear,Sports,84
11,Thursday,Cloudy,Festival,59
12,Saturday,Cloudy,Concert,76
8,Saturday,Clear,Sports,85
6,Wednesday,Clear,Festival,67
3,Thursday,Clear,Festival,56
12,Tuesday,Cloudy,Concert,53
15,Thursday,Clear,Festival,54
17,Friday,Rain,Sports,63
19,Thursday,Rain,NoEvent,62
17,Saturday,Rain,NoEvent,89
3,Wednesday,Clear,Concert,56
17,Monday,Rain,NoEvent,62
6,Saturday,Rain,Concert,74
10,Sunday,Rain,Concert,69
4,Sunday,Clear,Sports,74
8,Thursday,Cloudy,Sports,60
3,Wednesday,Rain,Festival,54
19,Tuesday,Rain,Concert,75
1,Wednesday,Cloudy,Concert,58
13,Tuesday,Clear,NoEvent,58
19,Wednesday,Clear,Festival,71
1,Monday,Rain,NoEvent,60
20,Wednesday,Clear,Concert,78
13,Tuesday,Cloudy,Festival,55
12,Tuesday,Clear,Concert,54
15,Sunday,Clear,Festival,87
21,Tuesday,Cloudy,Festival,83
23,Monday,Clear,NoEvent,61
21,Monday,Cloudy,Sports,90
8,Saturday,Rain,Sports,61
0,Friday,Cloudy,Sports,54
6,Sunday,Rain,Concert,77
2,Wednesday,Rain,Festival,45
7,Monday,Rain,Festival,51
17,Monday,Cloudy,Festival,85
0,Wednesday,Clear,Festival,57
8,Monday,Rain,Festival,44
15,Monday,Cloudy,Concert,54
10,Sunday,Rain,Sports,71
3,Thursday,Cloudy,Concert,56
14,Sunday,Cloudy,Sports,85
11,Sunday,Cloudy,Festival,73
7,Saturday,Rain,Concert,73
19,Sunday,Clear,NoEvent,100
5,Friday,Rain,Sports,47
22,Thursday,Rain,Sports,40
5,Saturday,Clear,Festival,82
17,Friday,Rain,NoEvent,63
6,Tuesday,Cloudy,Sports,58
7,Tuesday,Rain,Concert,55
13,Tuesday,Clear,Concert,62
6,Thursday,Rain,NoEvent,59
15,Tuesday,Clear,NoEvent,64
10,Thursday,Cloudy,NoEvent,56
22,Wednesday,Rain,Concert,52
23,Wednesday,Rain,Festival,59
4,Wednesday,Cloudy,Festival,65
9,Monday,Rain,Festival,59
18,Monday,Cloudy,Festival,77
21,Tuesday,Cloudy,Festival,73
18,Thursday,Clear,NoEvent,88
0,Monday,Cloudy,Concert,64
11,Friday,Cloudy,NoEvent,62
23,Monday,Rain,Sports,57
18,Sunday,Cloudy,Sports,100
6,Friday,Rain,Concert,57
12,Sunday,Clear,Concert,71
17,Tuesday,Cloudy,Sports,81
13,Wednesday,Cloudy,Concert,55
15,Wednesday,Clear,Concert,53
13,Tuesday,Rain,Festival,41
10,Wednesday,Rain,Sports,42
10,Wednesday,Rain,Sports,41
1,Thursday,Rain,NoEvent,45
23,Saturday,Cloudy,NoEvent,85
18,Monday,Clear,Sports,87
14,Tuesday,Cloudy,Sports,69
21,Tuesday,Cloudy,Sports,80
22,Friday,Clear,NoEvent,66
9,Monday,Cloudy,Sports,62
4,Thursday,Clear,Festival,52
22,Sunday,Clear,NoEvent,77
15,Thursday,Cloudy,Concert,59
19,Friday,Clear,Sports,74
22,Thursday,Rain,Sports,44
20,Saturday,Cloudy,Concert,100
5,Thursday,Cloudy,Festival,51
19,Thursday,Rain,Sports,65
10,Thursday,Clear,Festival,51
23,Sunday,Clear,Festival,71
22,Thursday,Clear,Concert,58
16,Wednesday,Clear,Sports,52
18,Sunday,Cloudy,Festival,100
21,Wednesday,Cloudy,Sports,88
23,Tuesday,Rain,Festival,41
10,Sunday,Cloudy,Concert,77
19,Thursday,Clear,Festival,90
1,Thursday,Clear,NoEvent,52
5,Thursday,Rain,Concert,51
17,Sunday,Clear,Festival,94
13,Monday,Cloudy,Festival,64
18,Saturday,Rain,NoEvent,88
10,Wednesday,Rain,NoEvent,48
2,Saturday,Clear,NoEvent,86
1,Monday,Rain,Sports,45
9,Thursday,Clear,Concert,50
14,Thursday,Cloudy,Festival,70
12,Thursday,Clear,Sports,70
23,Wednesday,Clear,Festival,68
22,Monday,Clear,Concert,63
15,Wednesday,Rain,NoEvent,45
7,Sunday,Rain,NoEvent,79
6,Thursday,Rain,NoEvent,40
21,Friday,Rain,Concert,75
2,Saturday,Cloudy,Concert,79
17,Wednesday,Cloudy,NoEvent,70
11,Sunday,Cloudy,Concert,86
2,Wednesday,Cloudy,Festival,68
19,Wednesday,Rain,Sports,62
14,Wednesday,Cloudy,NoEvent,64
19,Tuesday,Rain,NoEvent,74
15,Friday,Rain,NoEvent,48
7,Monday,Rain,Festival,46
13,Saturday,Clear,Sports,72
2,Wednesday,Cloudy,Concert,62
19,Tuesday,Rain,Concert,75
17,Friday,Rain,Festival,68
17,Thursday,Clear,NoEvent,84
10,Thursday,Rain,NoEvent,54
20,Thursday,Cloudy,Festival,76
4,Saturday,Rain,NoEvent,77
19,Monday,Clear,NoEvent,84
23,Wednesday,Clear,Festival,53
1,Monday,Cloudy,Sports,53
11,Monday,Clear,Festival,60
13,Saturday,Clear,Festival,90
23,Monday,Rain,Sports,50
4,Sunday,Clear,NoEvent,82
6,Saturday,Cloudy,NoEvent,76
23,Sunday,Clear,Sports,88
5,Monday,Clear,Sports,70
18,Sunday,Clear,Festival,100
15,Tuesday,Cloudy,Sports,65
6,Friday,Clear,Concert,50
19,Friday,Clear,Sports,72
10,Friday,Clear,Sports,59
2,Monday,Cloudy,NoEvent,53
15,Wednesday,Clear,Sports,68
5,Wednesday,Rain,NoEvent,40
5,Tuesday,Rain,NoEvent,59
12,Sunday,Clear,Concert,82
5,Sunday,Rain,NoEvent,75
0,Wednesday,Rain,Sports,47
5,Thursday,Clear,NoEvent,66
4,Thursday,Rain,NoEvent,53
13,Saturday,Clear,NoEvent,76
23,Saturday,Clear,NoEvent,73
16,Monday,Clear,Concert,56
13,Tuesday,Cloudy,Festival,60
14,Wednesday,Clear,Sports,56
11,Sunday,Clear,Sports,87
7,Tuesday,Rain,Festival,45
18,Friday,Rain,Festival,62
15,Wednesday,Clear,NoEvent,50
10,Monday,Clear,Concert,54
9,Tuesday,Clear,Festival,53
10,Monday,Cloudy,NoEvent,65
15,Tuesday,Cloudy,Sports,58
9,Tuesday,Clear,Sports,51
13,Thursday,Rain,Sports,42
12,Monday,Rain,Festival,41
20,Sunday,Rain,NoEvent,85
15,Monday,Clear,NoEvent,59
12,Monday,Clear,Sports,59
22,Friday,Cloudy,Sports,64
13,Tuesday,Cloudy,Sports,69
13,Tuesday,Clear,Sports,59
14,Saturday,Cloudy,Festival,87
12,Saturday,Clear,Sports,88
18,Tuesday,Cloudy,NoEvent,77
19,Saturday,Clear,NoEvent,100
1,Saturday,Rain,Festival,70
16,Wednesday,Clear,Sports,68
3,Tuesday,Cloudy,Festival,53
15,Thursday,Rain,NoEvent,45
15,Wednesday,Clear,Festival,66
14,Monday,Clear,NoEvent,57
21,Wednesday,Rain,Sports,76
3,Sunday,Cloudy,NoEvent,88
10,Saturday,Cloudy,Festival,81
19,Sunday,Clear,Sports,100
15,Wednesday,Cloudy,Concert,51
6,Saturday,Clear,Concert,82
3,Tuesday,Rain,Festival,60
13,Saturday,Cloudy,Festival,84
11,Thursday,Clear,Sports,55
19,Monday,Cloudy,Sports,74
0,Monday,Clear,Concert,52
5,Tuesday,Cloudy,Sports,59
18,Monday,Cloudy,NoEvent,87
1,Thursday,Clear,Concert,54
11,Sunday,Cloudy,Festival,75
16,Tuesday,Rain,NoEvent,47
5,Sunday,Clear,Concert,74
16,Friday,Cloudy,NoEvent,53
15,Friday,Clear,Festival,70
7,Monday,Cloudy,NoEvent,54
2,Wednesday,Clear,Concert,69
8,Tuesday,Clear,Festival,50
4,Saturday,Cloudy,Festival,73
8,Monday,Rain,Concert,40
11,Tuesday,Clear,NoEvent,62
16,Monday,Cloudy,Concert,61
14,Sunday,Cloudy,Festival,84
16,Monday,Cloudy,Festival,56
7,Sunday,Clear,Festival,87
20,Sunday,Cloudy,NoEvent,100
12,Sunday,Rain,Festival,75
15,Tuesday,Cloudy,NoEvent,65
8,Thursday,Rain,Sports,47
5,Saturday,Clear,Sports,78
0,Saturday,Clear,NoEvent,77
18,Wednesday,Clear,Festival,78
8,Wednesday,Rain,Sports,44
13,Monday,Cloudy,Concert,60
8,Friday,Clear,Sports,58
22,Sunday,Rain,Sports,74
6,Wednesday,Cloudy,NoEvent,65
9,Thursday,Rain,Festival,60
0,Friday,Cloudy,Concert,58
7,Saturday,Cloudy,Sports,70
8,Tuesday,Cloudy,Festival,55
10,Sunday,Cloudy,Sports,86
15,Tuesday,Cloudy,Festival,56
13,Tuesday,Rain,NoEvent,46
22,Wednesday,Cloudy,Sports,69
21,Tuesday,Rain,NoEvent,64
9,Wednesday,Rain,Concert,53
13,Friday,Rain,Concert,47
17,Friday,Cloudy,Concert,86
20,Thursday,Rain,Festival,74
19,Monday,Rain,Sports,75
23,Sunday,Cloudy,Festival,75
6,Saturday,Rain,Sports,65
22,Sunday,Rain,Sports,61
5,Sunday,Clear,Sports,88
1,Saturday,Rain,Festival,77
17,Wednesday,Rain,Festival,66
12,Thursday,Clear,NoEvent,59
3,Thursday,Clear,NoEvent,66
13,Thursday,Cloudy,NoEvent,61
9,Saturday,Rain,Festival,62
5,Monday,Rain,Concert,40
6,Sunday,Rain,NoEvent,76
23,Sunday,Clear,Festival,71
9,Tuesday,Cloudy,Festival,62
10,Thursday,Cloudy,Sports,60
1,Sunday,Rain,Concert,61
12,Wednesday,Rain,Concert,53
6,Sunday,Cloudy,NoEvent,86
8,Thursday,Cloudy,NoEvent,59
16,Wednesday,Cloudy,Sports,66
6,Monday,Cloudy,Concert,51
2,Wednesday,Clear,Festival,69
20,Tuesday,Rain,Sports,65
12,Friday,Cloudy,Festival,58
5,Saturday,Cloudy,NoEvent,83
9,Wednesday,Rain,Concert,59
16,Monday,Cloudy,NoEvent,58
1,Tuesday,Cloudy,Festival,61
11,Friday,Clear,Sports,67
19,Thursday,Clear,NoEvent,86
9,Saturday,Rain,Festival,68
20,Tuesday,Clear,Concert,83
3,Monday,Clear,Concert,53
21,Wednesday,Clear,NoEvent,80
2,Sunday,Cloudy,NoEvent,70
11,Saturday,Rain,Festival,74
0,Sunday,Rain,Festival,79
10,Wednesday,Cloudy,Festival,67
23,Tuesday,Rain,Festival,55
7,Wednesday,Rain,NoEvent,44
6,Sunday,Clear,Sports,84
1,Tuesday,Cloudy,Festival,67
7,Tuesday,Rain,Festival,41
20,Monday,Cloudy,Festival,87
18,Sunday,Rain,Sports,98
2,Friday,Clear,Sports,65
18,Wednesday,Cloudy,Festival,90
13,Wednesday,Cloudy,Sports,60
19,Monday,Rain,Festival,69
0,Friday,Cloudy,Festival,50
13,Tuesday,Clear,Festival,67
0,Thursday,Clear,Festival,57
6,Tuesday,Cloudy,Festival,64
2,Sunday,Cloudy,Festival,84
4,Thursday,Cloudy,NoEvent,52
14,Friday,Cloudy,NoEvent,59
13,Thursday,Clear,Festival,52
20,Friday,Cloudy,NoEvent,90
16,Tuesday,Cloudy,NoEvent,67
1,Wednesday,Cloudy,Festival,55
14,Monday,Cloudy,Sports,53
12,Monday,Clear,NoEvent,68
15,Monday,Cloudy,NoEvent,51
16,Sunday,Cloudy,Concert,88
21,Monday,Rain,NoEvent,72
11,Friday,Clear,NoEvent,62
10,Saturday,Clear,NoEvent,79
3,Thursday,Clear,Festival,52
17,Monday,Clear,NoEvent,85
20,Tuesday,Rain,Concert,78
10,Thursday,Rain,Festival,44
11,Thursday,Rain,Festival,52
1,Wednesday,Clear,NoEvent,53
15,Friday,Cloudy,NoEvent,60
19,Tuesday,Cloudy,Sports,79
22,Wednesday,Clear,Sports,50
23,Saturday,Clear,Concert,71
7,Friday,Rain,Concert,40
1,Saturday,Clear,Sports,77
23,Saturday,Clear,Sports,74
9,Wednesday,Clear,NoEvent,57
12,Monday,Cloudy,Sports,50
11,Saturday,Rain,Festival,63
12,Saturday,Cloudy,NoEvent,84
3,Tuesday,Rain,Concert,55
11,Saturday,Rain,Concert,73
13,Sunday,Rain,Festival,66
16,Sunday,Clear,Sports,82
12,Wednesday,Clear,Festival,68
15,Friday,Cloudy,Concert,55
16,Wednesday,Clear,Concert,70
8,Friday,Rain,Sports,53
21,Friday,Cloudy,Sports,78
5,Friday,Rain,Concert,55
20,Friday,Rain,Concert,63
14,Sunday,Rain,Festival,65
3,Monday,Clear,Sports,50
16,Sunday,Rain,Sports,67
9,Monday,Rain,Festival,52
16,Saturday,Cloudy,Concert,79
13,Wednesday,Cloudy,Concert,65
22,Friday,Clear,Festival,70
14,Wednesday,Cloudy,NoEvent,67
16,Sunday,Cloudy,Sports,88
1,Saturday,Cloudy,NoEvent,74
8,Sunday,Clear,Concert,87
4,Saturday,Cloudy,NoEvent,87
2,Wednesday,Rain,Festival,57
17,Thursday,Clear,Concert,90
16,Wednesday,Rain,Sports,60
5,Sunday,Clear,NoEvent,85
22,Friday,Clear,Concert,50
21,Sunday,Clear,NoEvent,100
1,Thursday,Clear,NoEvent,59
14,Sunday,Clear,Concert,73
15,Wednesday,Clear,Concert,56
6,Tuesday,Clear,NoEvent,53
5,Friday,Clear,Concert,50
2,Wednesday,Rain,Festival,59
7,Tuesday,Clear,NoEvent,54
8,Wednesday,Cloudy,Concert,66
7,Wednesday,Clear,NoEvent,63
1,Friday,Clear,Festival,69
0,Saturday,Rain,Sports,69
10,Wednesday,Cloudy,Concert,67
16,Thursday,Cloudy,NoEvent,64
12,Tuesday,Rain,NoEvent,45
18,Wednesday,Cloudy,Festival,71
11,Monday,Cloudy,NoEvent,59
11,Wednesday,Clear,Sports,61
8,Sunday,Cloudy,NoEvent,78
3,Saturday,Cloudy,Concert,80
5,Thursday,Clear,NoEvent,60
1,Wednesday,Clear,Sports,58
22,Thursday,Rain,NoEvent,53
23,Thursday,Cloudy,NoEvent,67
15,Saturday,Clear,Concert,75
20,Sunday,Rain,Festival,99
14,Wednesday,Cloudy,Sports,54
7,Wednesday,Rain,Sports,51
23,Monday,Cloudy,Festival,62
18,Monday,Rain,NoEvent,66
14,Thursday,Cloudy,Festival,51
20,Saturday,Cloudy,Festival,93
20,Wednesday,Rain,Festival,80
12,Saturday,Clear,Concert,81
14,Friday,Clear,Sports,62
17,Friday,Rain,Sports,65
7,Friday,Rain,Concert,44
0,Wednesday,Cloudy,Concert,68
21,Wednesday,Cloudy,NoEvent,85
16,Tuesday,Rain,Concert,42
23,Thursday,Rain,Sports,53
7,Wednesday,Clear,Festival,50
5,Thursday,Clear,Sports,58
14,Wednesday,Clear,Sports,66
4,Monday,Rain,Concert,41
12,Monday,Cloudy,Concert,65
18,Friday,Clear,Festival,73
3,Friday,Cloudy,Festival,52
1,Monday,Cloudy,Sports,66
6,Sunday,Clear,Concert,78
5,Tuesday,Cloudy,Sports,69
16,Monday,Clear,NoEvent,70
6,Thursday,Rain,Concert,56
17,Sunday,Rain,Concert,87
8,Tuesday,Clear,NoEvent,55
15,Wednesday,Clear,NoEvent,65
0,Saturday,Cloudy,Festival,76
1,Tuesday,Clear,NoEvent,68
16,Friday,Rain,Concert,53
20,Tuesday,Clear,Sports,81
20,Tuesday,Rain,Concert,69
9,Tuesday,Cloudy,Concert,62
8,Sunday,Rain,Concert,61
9,Thursday,Clear,Concert,57
15,Saturday,Rain,Festival,63
1,Saturday,Clear,Festival,79
15,Sunday,Cloudy,NoEvent,72
13,Friday,Rain,Sports,57
18,Friday,Clear,Concert,84
23,Wednesday,Clear,Concert,54
21,Thursday,Rain,Festival,67
19,Thursday,Clear,Festival,70
9,Tuesday,Clear,Sports,68
16,Monday,Rain,NoEvent,50
23,Friday,Clear,Festival,68
11,Friday,Cloudy,Concert,69
10,Thursday,Clear,Concert,57
19,Tuesday,Clear,Sports,89
12,Tuesday,Rain,Concert,40
23,Wednesday,Cloudy,Sports,53
22,Thursday,Cloudy,Festival,50
10,Sunday,Cloudy,Sports,90
1,Saturday,Rain,Sports,65
0,Thursday,Rain,NoEvent,58
9,Tuesday,Clear,Festival,68
14,Friday,Clear,NoEvent,64
9,Thursday,Clear,Festival,67
17,Wednesday,Rain,NoEvent,75
6,Monday,Cloudy,Concert,52
19,Sunday,Cloudy,NoEvent,100
9,Monday,Clear,Concert,63
4,Tuesday,Clear,Sports,51
18,Wednesday,Cloudy,Concert,75
1,Saturday,Clear,Concert,82
16,Saturday,Cloudy,NoEvent,81
18,Thursday,Rain,NoEvent,61
10,Wednesday,Cloudy,Concert,63
15,Monday,Clear,NoEvent,65
14,Tuesday,Rain,Concert,54
7,Saturday,Rain,Sports,76
13,Saturday,Rain,Sports,63
17,Saturday,Rain,Festival,99
14,Friday,Cloudy,NoEvent,65
15,Saturday,Clear,NoEvent,70
23,Wednesday,Cloudy,NoEvent,55
9,Friday,Clear,Sports,59
13,Sunday,Clear,Sports,75
19,Wednesday,Rain,Festival,61
12,Monday,Rain,Festival,40
3,Saturday,Clear,NoEvent,77
1,Tuesday,Rain,Concert,60
19,Friday,Clear,Sports,74
2,Sunday,Rain,NoEvent,64
12,Wednesday,Rain,NoEvent,42
5,Wednesday,Cloudy,Concert,54
16,Saturday,Cloudy,Concert,78
7,Tuesday,Rain,NoEvent,57
1,Saturday,Clear,Concert,78
17,Friday,Rain,NoEvent,74
12,Sunday,Clear,NoEvent,75
3,Tuesday,Clear,Concert,62
8,Sunday,Rain,Sports,75
19,Tuesday,Clear,Concert,70
0,Wednesday,Rain,Concert,45
8,Friday,Rain,NoEvent,43
15,Sunday,Cloudy,Sports,77
13,Saturday,Rain,NoEvent,64
16,Thursday,Rain,Concert,44
1,Friday,Clear,Concert,56
23,Friday,Rain,Concert,60
13,Tuesday,Cloudy,NoEvent,67
1,Sunday,Clear,Concert,84
9,Thursday,Rain,Concert,48
17,Saturday,Cloudy,Concert,96
6,Thursday,Clear,Festival,55
20,Friday,Rain,NoEvent,65
6,Tuesday,Clear,Sports,55
13,Monday,Clear,Concert,64
3,Monday,Rain,Concert,51
8,Friday,Clear,Sports,52
9,Monday,Rain,Festival,40
18,Sunday,Clear,Festival,97
18,Wednesday,Rain,Festival,71
16,Wednesday,Rain,NoEvent,42
5,Saturday,Rain,Festival,61
22,Thursday,Cloudy,NoEvent,63
5,Tuesday,Rain,Concert,47
1,Thursday,Cloudy,Sports,67
4,Sunday,Rain,Concert,66
4,Tuesday,Clear,Festival,64
2,Wednesday,Clear,Concert,64
6,Friday,Rain,Festival,50
7,Wednesday,Rain,NoEvent,45
1,Thursday,Cloudy,Sports,58
9,Tuesday,Clear,Sports,59
0,Thursday,Cloudy,Festival,69
17,Sunday,Rain,NoEvent,100
0,Wednesday,Rain,Sports,41
8,Monday,Clear,Sports,65
15,Sunday,Rain,NoEvent,66
11,Tuesday,Rain,Concert,54
15,Monday,Cloudy,Sports,53
18,Monday,Clear,Festival,82
20,Wednesday,Cloudy,Festival,90
11,Wednesday,Rain,NoEvent,43
18,Friday,Cloudy,Concert,80
3,Sunday,Rain,Concert,71
15,Friday,Cloudy,NoEvent,52
3,Thursday,Clear,Concert,50
19,Monday,Rain,Festival,76
6,Wednesday,Cloudy,Festival,57
23,Friday,Clear,NoEvent,59
18,Wednesday,Clear,Festival,79
17,Sunday,Rain,NoEvent,91
19,Monday,Rain,Concert,66
23,Monday,Rain,Sports,56
9,Friday,Clear,Festival,65
15,Tuesday,Clear,Sports,62
7,Tuesday,Clear,NoEvent,68
17,Monday,Cloudy,NoEvent,86
14,Monday,Rain,NoEvent,40
4,Tuesday,Cloudy,NoEvent,60
20,Wednesday,Rain,NoEvent,65
14,Saturday,Rain,Sports,71
3,Sunday,Cloudy,Sports,83
7,Sunday,Clear,NoEvent,73
5,Sunday,Clear,NoEvent,87
10,Wednesday,Clear,Sports,69
0,Tuesday,Rain,NoEvent,49
22,Monday,Rain,NoEvent,43
22,Saturday,Clear,Concert,82
9,Wednesday,Clear,Festival,68
2,Thursday,Clear,Festival,62
18,Friday,Clear,NoEvent,87
21,Sunday,Cloudy,NoEvent,100
5,Wednesday,Cloudy,Festival,64
0,Thursday,Cloudy,Sports,54
20,Saturday,Rain,Sports,96
19,Thursday,Clear,Festival,89
16,Thursday,Cloudy,Concert,51
16,Wednesday,Cloudy,Concert,52
1,Sunday,Clear,Concert,71
18,Friday,Rain,Concert,75
11,Tuesday,Rain,Sports,55
15,Tuesday,Clear,Concert,51
22,Tuesday,Cloudy,Festival,64
22,Sunday,Clear,Concert,79
8,Monday,Clear,Sports,69
20,Friday,Rain,Sports,65
14,Monday,Clear,Sports,58
11,Sunday,Clear,Concert,70
6,Wednesday,Cloudy,Festival,68
19,Tuesday,Clear,Concert,76
10,Tuesday,Rain,NoEvent,50
1,Friday,Clear,NoEvent,66
4,Saturday,Rain,Festival,76
4,Monday,Cloudy,Concert,55
21,Tuesday,Clear,Festival,74
21,Sunday,Clear,Concert,91
2,Thursday,Rain,Sports,60
6,Wednesday,Cloudy,Sports,62
20,Sunday,Clear,Sports,94
9,Wednesday,Clear,Festival,50
23,Friday,Rain,Sports,43
10,Sunday,Cloudy,NoEvent,83
3,Sunday,Rain,Festival,70
20,Saturday,Cloudy,Festival,100
19,Tuesday,Cloudy,NoEvent,89
10,Saturday,Rain,Festival,60
1,Monday,Cloudy,NoEvent,67
20,Saturday,Rain,Concert,97
7,Thursday,Cloudy,Festival,66
4,Friday,Clear,Sports,63
10,Sunday,Cloudy,Concert,75
22,Saturday,Cloudy,Festival,81
4,Tuesday,Clear,Sports,67
20,Wednesday,Cloudy,Festival,77
17,Wednesday,Rain,NoEvent,77
13,Tuesday,Cloudy,Festival,64
5,Monday,Rain,Concert,60
14,Monday,Clear,Concert,58
4,Tuesday,Clear,Festival,60
19,Wednesday,Cloudy,NoEvent,82
4,Saturday,Rain,Concert,62
0,Wednesday,Clear,NoEvent,59
4,Wednesday,Clear,Festival,61
13,Monday,Rain,Sports,49
0,Saturday,Rain,Sports,80
2,Thursday,Cloudy,NoEvent,60
23,Sunday,Cloudy,Concert,80
14,Sunday,Rain,Festival,63
9,Saturday,Clear,Sports,88
6,Friday,Cloudy,Festival,59
6,Thursday,Cloudy,Festival,60
13,Thursday,Clear,Concert,69
4,Friday,Cloudy,Festival,55
4,Friday,Cloudy,Sports,56
18,Friday,Rain,Sports,74
21,Friday,Cloudy,Sports,85
23,Monday,Cloudy,NoEvent,56
8,Sunday,Cloudy,Festival,83
11,Tuesday,Cloudy,Sports,55
1,Sunday,Cloudy,Concert,89
23,Sunday,Cloudy,Sports,73
17,Tuesday,Cloudy,Sports,88
3,Monday,Clear,NoEvent,62
8,Sunday,Rain,Concert,61
10,Saturday,Cloudy,Festival,85
15,Friday,Rain,Festival,46
17,Sunday,Clear,Sports,99
11,Monday,Rain,Festival,59
15,Thursday,Cloudy,Sports,53
1,Wednesday,Rain,Festival,47
8,Wednesday,Cloudy,Festival,66
18,Saturday,Cloudy,Festival,100
9,Sunday,Rain,Sports,72
4,Wednesday,Cloudy,Concert,67
11,Friday,Clear,Sports,67
23,Friday,Rain,Sports,50
9,Tuesday,Cloudy,Concert,51
9,Tuesday,Rain,NoEvent,46
13,Friday,Rain,NoEvent,47
19,Wednesday,Rain,Concert,73
11,Friday,Clear,Sports,59
14,Sunday,Clear,Festival,89
1,Monday,Clear,Sports,55
14,Saturday,Clear,NoEvent,87
13,Monday,Rain,Festival,40
11,Monday,Clear,Concert,55
16,Monday,Rain,Sports,50
16,Tuesday,Clear,Concert,64
4,Thursday,Rain,NoEvent,47
14,Sunday,Clear,Festival,72
22,Thursday,Rain,Sports,53
4,Thursday,Clear,NoEvent,55
7,Sunday,Cloudy,Festival,76
7,Sunday,Clear,Sports,73
17,Tuesday,Rain,Sports,67
5,Sunday,Cloudy,Concert,70
21,Sunday,Rain,Festival,83
3,Tuesday,Clear,NoEvent,64
9,Wednesday,Rain,Sports,42
0,Friday,Cloudy,Sports,62
10,Thursday,Cloudy,Festival,65
21,Tuesday,Rain,Festival,72
15,Saturday,Rain,NoEvent,66
1,Saturday,Clear,Festival,78
8,Sunday,Cloudy,Concert,79
18,Friday,Clear,NoEvent,85
7,Friday,Cloudy,Sports,56
23,Tuesday,Rain,Concert,53
10,Sunday,Rain,NoEvent,63
10,Wednesday,Cloudy,Festival,51
20,Sunday,Clear,Festival,100
12,Thursday,Rain,Festival,51
5,Friday,Clear,NoEvent,66
19,Friday,Clear,Festival,86
21,Saturday,Cloudy,Sports,92
12,Monday,Clear,Concert,54
14,Friday,Cloudy,Concert,69
8,Thursday,Clear,Concert,67
16,Thursday,Cloudy,Concert,62
22,Monday,Clear,NoEvent,57
2,Tuesday,Clear,Festival,65
23,Tuesday,Rain,Concert,60
22,Tuesday,Clear,Festival,66
17,Wednesday,Cloudy,NoEvent,74
11,Thursday,Rain,NoEvent,47
19,Saturday,Rain,NoEvent,99
7,Thursday,Rain,Concert,59
14,Tuesday,Cloudy,Festival,58
16,Wednesday,Clear,Sports,59
4,Monday,Clear,Sports,53
3,Thursday,Rain,Sports,51
6,Sunday,Cloudy,Festival,83
12,Wednesday,Rain,NoEvent,55
10,Tuesday,Clear,Festival,56
19,Friday,Clear,Festival,85
14,Sunday,Rain,Sports,62
10,Tuesday,Cloudy,Festival,68
22,Friday,Rain,Concert,58
17,Thursday,Clear,NoEvent,74
7,Monday,Rain,NoEvent,48
21,Thursday,Cloudy,Concert,82
20,Thursday,Rain,Concert,70
18,Friday,Cloudy,Sports,82
8,Wednesday,Rain,Sports,51
3,Friday,Rain,Concert,47
4,Saturday,Cloudy,Concert,88
4,Thursday,Cloudy,Festival,56
5,Sunday,Rain,Festival,63
19,Sunday,Rain,Concert,94
20,Saturday,Cloudy,Festival,98
13,Tuesday,Clear,Concert,69
23,Sunday,Clear,Festival,84
8,Thursday,Clear,Sports,61
13,Wednesday,Clear,Festival,57
9,Monday,Rain,NoEvent,41
15,Tuesday,Cloudy,Concert,59
12,Saturday,Cloudy,Concert,71
2,Thursday,Clear,Sports,66
20,Thursday,Rain,Sports,73
10,Sunday,Rain,Festival,66
18,Wednesday,Cloudy,Concert,71
1,Tuesday,Clear,NoEvent,60
21,Wednesday,Cloudy,Sports,85
22,Sunday,Cloudy,Concert,83
19,Friday,Cloudy,Sports,75
11,Thursday,Clear,Concert,62
6,Monday,Clear,Concert,68
12,Wednesday,Cloudy,Sports,60
0,Saturday,Rain,Festival,71
13,Saturday,Clear,Sports,86
21,Saturday,Clear,Concert,100
20,Saturday,Rain,Concert,90
3,Thursday,Clear,NoEvent,59
15,Monday,Clear,Sports,58
12,Sunday,Cloudy,NoEvent,83
